bullying_words,type_bully
damn  sorry to hear it,non-bully
see previous. Damn twitter.,non-bully
He's got NO right  but that makes no diff to him. He's just still mad he went from "cotdamn!!" to "oh.....damn.",non-bully
if u hate shapes  how can you pull shapes?,non-bully
OMG. GREAT list! I can add to TMI Freak. Folo one who shares stories about sex toys. No joke.,non-bully
I hate it so much! :),non-bully
Would you mind if I blogged about it to? Hate doing that without asking first! #cleanupnon-bully9,non-bully
IT'S SO FUCKING CUTE,non-bully
i hate it when that happens :),non-bully
so he isnt gay anymore?,non-bully
are you still at school?! Ha!! Sucks to be you!! I finished two and a half weeks ago.,non-bully
and THAT is why I hate that movie/musical. Despite the awesome music  there's no redemption  and I love redemption.,non-bully
oh and go blue whale watching. forgot to say.,non-bully
I got a gigantic  bad ass pizza cutter.  It's not just for pizza anymore.,non-bully
Me will be snoring in about bullynon-bully... tired. I woke up at 5  damn it all,non-bully
I work in McCormick Place & hate the commute to nwi. You probably wouldn't even need to rehearse with the repetitive repertoire.,non-bully
I swear I had to really force myself today. hate days like that!,non-bully
It really sucks  most come on due to too much stress. I cannot control them. It has ruined a lot in my life  but keep pushing on!,non-bully
I hate Heidi and Spencer!!!!!!! I want them off the show!!!!!! YUCK!,non-bully
Damn it all... I hate being trendy! LOL!,non-bully
thanks. it's part 2 we got stuck on. The rolling didn't seem to work. I'm a loser :),non-bully
yeah gymboy  time for you to fuck those weights and do some plyometrics,non-bully
damn that's quite a long code...but  one thing I can tell right now is that STDOUT and tty output streams need not be same,non-bully
u take CNN's word over mine? damn it. already told u that. ;),non-bully
word? oh damn! didn't expect that response,non-bully
ah damn Sosa not the Bumsquad fam.......Hopefully you didn't drop $6non-bullynon-bully,non-bully
I thought 7lbs represented the weight of the burdeon on his shoulders. By the way the movie was pretty damn good wasn't it?,non-bully
You have waaaaaaaaaaay too much free time! ...but that's damn cool!,non-bully
damn shame right? Specially since there's so much uncut dope out there!,non-bully
hey- finally managed to book the damn tickets online- took me over an hour!!! PVR sucks.,non-bully
damn them! I'll link to another,non-bully
oh DAMN.  I should be SO much more sophisticated  but that IS a cool #song.  OK  except that last bit.  eep.  a little too #MS,non-bully
the new MacBook Pro?I am getting used to the tapping. I hate the way new track pad clicks. Too loud. Too hard to press.,non-bully
if Santa's magic dies  he just becomes a regular old fat guy in a funny looking suit taking a 747 back to the North Pole,non-bully
damn!,non-bully
aww damn!  I think we need to kick him out the league!  LOL,non-bully
also need to know if it is needle free as belenophobic husband would freak.,non-bully
BOTH ARGHH!!!! I'm gonna nap cuz I'm emo right now.,non-bully
 Damn him!!  Oh well...worth a try.,non-bully
My friend is gay so it was kinda perfect - he said I could shop all day and then we'd go out. And no putting out! ;),non-bully
I have family flying in soon. Also I don't fly O'Hare in winter. My new rule. HATE. He's at a nice hotel though. :/,non-bully
I'm not sick  unless by sick you mean bad ass. In which case I am totally sick. Sick with a "ph" yo!,non-bully
I hate when that happens!,non-bully
I knew it wouldn't freak u out when ur time came!  Capture it if u can.,non-bully
dammit I need to get an iphone. no  damn verizon...,non-bully
no kiddin! I hate wedding planning mania.  probably the reason i got married by a justice of the peace with two witnesses.,non-bully
you're damn right I did,non-bully
I never thought of it that way - but damn - that IS a good name..,non-bully
He was a poodle of some kind. Toy maybe? I remember his name was Jack. So damn cute I wanted to just pick him up and squeeze him!!,non-bully
dude  you must earn  or have a lot of dough to shell out 5non-bullyusd a day! Damn  that's serious!,non-bully
it's pretty bad ass YO!! and the guys that run it kick ass too,non-bully
lol...I might...sun isn't up yet.  Busy  multiple projects and people ready to kick ass or "die tryin" :)) wErd,non-bully
niCE that totally kicks ass!!,non-bully
damn skippy trippy :),non-bully
 man! I have an idea that you will LOVE & HATE!!,non-bully
is there a good intro to cucumber+rspec? the wiki sucks.,non-bully
 when i was young  i used to hate terry preichet!because i compared him to tolkien... pretty dumb in hindsight!,non-bully
I hate how the corporate world wants americans to shave everyday.,non-bully
It's just so damn cute. even the ghosties that KILL YOU OVER AND OVER AND OVER AND OVER.... *ahem* are cute.,non-bully
Damn  Thats out of reach for me now. Thanks anyway. Ever tried this ? http://camstudio.org,non-bully
Thats cause they are School Girls! GAY!,non-bully
and also jus my lappy is gone so m usin last fm...othrwise who gives a damn...once its bak i'll hav all the songs so bbye last.fm,non-bully
ugh that sucks. Its good she cares but still I'm sure you'd be ok.,non-bully
Ashley",non-bully
damn you! was there grape? please tell me you've tried grape. its the best!,non-bully
damn I wanna go Ms Baker  too!,non-bully
damn I wanna go see Ms Baker  too!,non-bully
You should had me do that cleaning. Damn.,non-bully
yeah  but are they stealing them from those damned stores that hold the poor things hostage in windows? i hate those stores,non-bully
Damn him!  I had my milk all ready for some dunkin',non-bully
that sucks.,non-bully
I hate to say it  but  I'm day bully4 :( That is the only item both my kids have in common on there Christmas list this year!,non-bully
it's cuz twinkle sucks :),non-bully
have a safe trip  planes freak me out :(,non-bully
Will Tweetie ever startup/refresh with the last read tweet like Twitterific? I hate scrolling wayyyy down to see tweets i missed,non-bully
Ahh! Damn! Thank you! Is there any way to show them?,non-bully
oooh no be well that sucks - i know :-),non-bully
to bad i am the god damn WINNAR!,non-bully
ur telling me! Especially out on the back roads in east bum fuck!,non-bully
you are gorgeous as fuck.,non-bully
ouch that sucks.,non-bully
Yeah  do you believe our kids hate steak?  When we have steak  they eat lips and you know whats. LOL,non-bully
Damn girl  these are CUTE! http://tinyurl.com/8d8v8c,non-bully
I think I have the same nasty chest cough. It sucks.,non-bully
know you have the Yahoo T&C story too... damn what are they chasing the few customers they have away now?,non-bully
- thanks for following Austin Girl's @fatbastardrules. Fat Bastard  loves pink stilettos & pink iPhones. Not afraid to  ...,non-bully
- Austin Girl & Fat Bastard are giggling with anticipation over Kitty Kat's Halloween pics!,non-bully
- Austin Girl's Fat Bastard (Beagle) fibs on reading diet & exercise books  really reading 'Guide to the Best Chow in Town.',non-bully
molimo ntate oa rona,non-bully
I WANT TO...but i will be in vegas....FUCK lol...i wanna go see the wrestler...its in SB i assume? gimme the details,non-bully
Lucky u! Its summer here in Aus..bloody hate it when it gets over 35c...wanna swap? Ill make a snow man in thy honour! lol,non-bully
well I try my best. SOCIAL media..keep it social damn it!! peace love and happiness leslea =),non-bully
do you mind that? i hate that term.,non-bully
thanks sweety. Loki just rubbed me in with Ben Gay before he passed out for the night. too.,non-bully
I'm surprised you hate this movie so much - um  what exactly is a good movie for you?,non-bully
oh man that was a funny tweet. I'm in tears over here. Hahaha. I hate mac "genuises" soooo much.,non-bully
smart ass - here http://thetyser.com/,non-bully
oooommmmmmmmg im watching biggest loser and i dont know who to vote for who are u going to do,non-bully
hey hey Biggest loser couples starts on tuesday,non-bully
that's the spirit! kick ass!,non-bully
no. no. no toasted ass. kaya toast please! :D,non-bully
he was yelling at me that golden axe sucks  I have to play castle crashers. Which is the same game but newer.,non-bully
right now I hate you and wanna be you at the same time... Such a weird feeling. Btw  Dirty Sexy Money rocks ;-),non-bully
 how is your blog? Your blog makes me hungry. I hate cooking  but like eating :),non-bully
btw -  quick disclaimer  in general I hate 9non-bully% of the "believers" I have met.. especially christards.,non-bully
today its warm though  crazy ass Cali weather,non-bully
I hate it when that happens. I've been yelled at by many bus drivers in the past.,non-bully
on todays burn the fat blog. Did I strike a nerve? http://tinyurl.com/69xzth " A-Bud: I thought it was dead on.,non-bully
CAAAAARRRRBBBS & FAT - yum  thanks for sharing ;),non-bully
i hate it when that happens :(,non-bully
that was when wrestling was bad ass. Raw is war  against wcw,non-bully
Damn!! Thats cold! The reason I'm always there for my kids!,non-bully
I prefer no doz pills washed down with coffee to get my ass movin.....,non-bully
who ruined your day im looking for an ass to kick 2day,non-bully
something about piss should do. or zebras.,non-bully
oh blah. I noticed the used look  that's easy to do but damn... green?? ARG.,non-bully
:  that sucks!  well  maybe not...  maybe i can get some things done before you start buggin' me. ;),non-bully
good point cause I need someone to take care of that damn pony,non-bully
I've had a few 'fat' comments.  yeah  cause I claim to be thin!!,non-bully
damn  man. those look like some good eats.,non-bully
if we can get a big enough turnout. i can line up some sponsors for a kick ass reception. we've got till then to grow the #tpt,non-bully
lol....hate when movies get the poker wrong.,non-bully
Damn! Wish I was there!,non-bully
I have no doubt that there is a problem there  it's just not the only problem.  I hate mutilple variables in a problem!,non-bully
Damn  they had frontiers there! next time. have you seen The ordeal?,non-bully
Andrew was being boring before so i stopped watching. Damn  he has been on forever  haha.,non-bully
i hate you for making me google that.,non-bully
Alyssa Milano is off tha market!!!! DAMN!!!! LOL,non-bully
notice they waited for me to leave before they kicked gordons ass. ps 9non-bullymin wait at border.,non-bully
BET sucks  except The Wire reruns,non-bully
cool. what kind/speed is it? my 5non-bullynon-bully has about 6non-bully gigs left and i hate deleting things,non-bully
No  you  I hate you (because of PES :p),non-bully
damn! Next time It will be correct  I promise ;),non-bully
Make it again.  I'll post on it.  I have lots of micro-hate.,non-bully
Safest not to get on the airplane at all  IMO.Hate to fly  though going to grit my teeth & do it again in Feb after 8 yrs. :-(,non-bully
damn I missing the leak! At a bar enjoying this ice storm.....an iphone work perfectly,non-bully
damn it  i miss having pets now!,non-bully
damn it  i'll trade you!,non-bully
ya  so am i and i stay fat. Evil! You're so lucky. Its unfair!,non-bully
oh.. Hmph  that sucks. My niece just tried to open one of my christmas presents.,non-bully
LOL ... no ... a very large dark sausage-like-thing made with pig's blood and spices. Surprisingly tasty despite that :),non-bully
fuck looking cute  i'm strictly Timb boots & army certified suits,non-bully
not to piss u off  but I got a cut yesterday.,non-bully
I'm not getting the firewood...its saturday  damn it!,non-bully
got damn  this dudes flow is boooooring. *sleeps*,non-bully
got damn man. that's nice!!,non-bully
Penn (shitbird) & Teller (I hate them. A lot) vs (the irrisistably awesome) Jamie & Adam? Sorry  is there even a question in there?,non-bully
...they're fucking jeans.,non-bully
Must Hate Hitler.,non-bully
Wouldn't know Greys if it bit me on the ass. I think she's been a supporting player in some ish I saw already. Total b-list.,non-bully
alybrooke i can! I hate shopping!,non-bully
FUCK YES!,non-bully
Fucking useless ... Sling the Disability Discrimination Act at em !!!bloody terrible !!,non-bully
hahah! OMG  that was the creepiest clip of crazy I've ever seen in my life and I hate that part of the trailer! AHHHH!,non-bully
oh I hate auto DMs like that!,non-bully
that sucks.  I heard about their closing a few months ago.  They were a great group of people.,non-bully
that sucks  how many dogs? ...2?,non-bully
Heh! Parcells is a bad-ass who knows how to help you to find your inner bad-ass. Hey  that sounds like a book.,non-bully
Thanks for the DM...I hate them 2 but another player over bullynon-bullynon-bully million...that makes 5...Deep Pockets???,non-bully
I'm fairly certain you'll be seeing more of Kevin on Best Damn in the coming months.  At least more rants  if nothing else.  :),non-bully
Damn  I'm working @ home this aft or I'd drop by (my office is right near there). Don't suppose you'll be there again tomorrow?,non-bully
absolutely nothing  being the point :P and i have gay exams tomorow  i really should use this time to revise....but arts more fun,non-bully
dont hate hun.,non-bully
@inworship let's not start with the gay stuff  I just watched Chuck & Larry!,non-bully
I meant a smiley face - darn fat fingers. I love your goal.,non-bully
Srsly  me too.  He is such a fucking dreamboat.  I still spazz out when he sings EODM in Watching the Detectives.,non-bully
damn  now I have to go for a run ...,non-bully
damn! nice to hear someone playing Q3A! missing it. Try a game against Xaero and let me know :P - Grunt laugh-&gt; grr..Ha-ha!,non-bully
http://tinyurl.com/6d4a86 so fucking CUTE!!!,non-bully
http://ibully2non-bully.photobucket.com/albums/obully63/kelcee247/non-bullynon-bullynon-bullynon-bullydiesal.jpg oh craig! damn him & his sexy hips lmao,non-bully
Damn  I only got bully. I'm gonna get a complex now.,non-bully
dude I'm still pissed about that damn movie,non-bully
oh yeah we'd be soft  fat and happy LOL!,non-bully
hahahaha damn right!,non-bully
awww man e'rbody coolin' my wild ass brother was buggin earlier  so i went a drunk a 5th to the head wit my cuz bout noon but,non-bully
Hell yeah I cried... a world without buffy is a world without hope... Sarah michelle gellar too damn beautiful to die hee hee,non-bully
damn! Should have dome that,non-bully
You have serious iPhone keyboard accuracy issues  krk! or really fat fingers.,non-bully
Tough time of year to keep the weight off. Without my bicycle commuting  I'd be hosed. Road bike has some dust on it. Damn...,non-bully
I have that dream.  I have the gay husband already  but apparently he's missing a gene.,non-bully
I nominate @BadEvan in #personal because he's local  cute  gay  and an interesting Twitter user.,non-bully
It's good to know that even people within Marvel hate Gambit.  It gives me hope.,non-bully
lol I know. I'm not a damn fool.,non-bully
damn.. Intense.,non-bully
haha don't hate on my mad skills.,non-bully
not a fucking problem for me :),non-bully
me board and not feeln good  From to much parting I hate Being alone times like this. I like boys ;-),non-bully
who u tellin i hate doing them im doing them now i was suppose to be orff an hour ago.....,non-bully
That sucks. I am sorry  want me to vagina punch her for you  since I am sure you hurt too bad to do it yourself???,non-bully
 DAMN mood swings..,non-bully
true that. with more fat.,non-bully
sorry about that. I understand  it's my epic failure in my  parents eyes. I will be forever fat to them :( don't listen to them!,non-bully
ah traffic sucks!!,non-bully
Ha LOL. Don't worry. Josh and I don't exist on the winner or loser side. And the Pix.ly logo is on the loser side though.,non-bully
is any of them super bad ass?,non-bully
le gasp! I'm so jealous  I fucking love NY!,non-bully
Dang Id hate to see whats in Twinkies!,non-bully
to expect a 2non-bully+ mpg auto that does not look like a God damn Easter egg or roller skate  that is unreasonable. ;),non-bully
take yo ass to bed....lol!,non-bully
I HATE ART COMPLETELY! Did you have to do design and expressive and all that shite? I hate it!,non-bully
sucks that the rule is when u sell property back u lose a bit,non-bully
Thanks for your kind words about Sincerity Sucks. That's always been one of my favorites.,non-bully
Damn. Wizards beat sultans every time. I'll have to try harder. ;),non-bully
Oh no! That sucks!,non-bully
Wrestling with this 2. Yeah I'm different. This wk I decided  "Fuck all that." With some  I'll work hard to explain. Otherwise..,non-bully
is nibbling my ass while i sleep. i'm into it.,non-bully
just so you no  my ass hurts more now. right where the leg meets the butt.. the cup-able part.,non-bully
i haven't been fed cock since saturday morning!,non-bully
or pussy.,non-bully
The "That's 'Smart Bitch' To You" one.,non-bully
Long day?  I hate meetings.  I HATE them.,non-bully
That's pretty cool.  My first exposure to the concept was gaming in middle school.  I was (am) such a nerd.,non-bully
you just love Plies "fruit snack eating ass",non-bully
they waiting for an Xbox or something? damn lol,non-bully
Damn we keep missing each other!,non-bully
Watch me fuck up typing on my iPhone... Hahaha,non-bully
LOL  no  I'm in Utah. If you tell me she has anothe son named Aeddon  I'm going to totally freak out though!!!,non-bully
 @ BrettLegree is a genius  really. If he says it sucks  it sucks. I work for myself and still have to use it. :(,non-bully
im glad u agree. i was starting to wonder if i was being an ass about that one,non-bully
I love that one  hand it over  or we'll kick your ass  Santa!,non-bully
Damn you for stealing the heat.,non-bully
I'm scared! Pig in a suit? Were they all out of blankets?,non-bully
that is  of course  if our god damn modem stays synced...,non-bully
Tea sucks. Recommends 3 cups/night. Right.,non-bully
Damn  it will probably take longer than that. I'll check when I'm at the post office.,non-bully
what club u @? Damn  I fell alseep!,non-bully
Thank God for bootcamp",non-bully
You are so right. I hate commercials. I mute them whenever we watch TV.,non-bully
do you play? I have kind of a love-hate relationship with that stupid game.,non-bully
I fucking love Mr Egg! It's saved my life after many a messy night out,non-bully
I know! Damn it! My apologies  I was flattened by the lurgy til New Year. Up and down to London a lot now so gin WILL occur,non-bully
wait  wait  i know: to drive you insane. have i mentioned that i hate spammers  especially@hkdimon  ones who slip through akismet.,non-bully
is that what's happening? we are freezing here in socal office too. i applaud the plan  but hate the execution.,non-bully
i concur cold sucks  but it rains too much in the tropics  there's no real win-win,non-bully
well that sucks. lol discriminating against WoW players...though i can see the logic,non-bully
My friend has wii fit and it's pretty damn cool. Technology amazes me.,non-bully
hey I was wondering that too. Kept getting 'no service'  was pretty gay. I used the pennytel app instead  optus's loss ;),non-bully
I disagree.  You're only a poser if you flaunt it and/or have your nose stuck up in the air.,non-bully
...it is pretty damn funny to think that Bush drives people crazy to the point that they resort to throwing shoes.,non-bully
Damn Good Gift,non-bully
Smh I thought Soulja Boy Would Do some Good Numbers....This is When Parents Buy The Most Stuff For There Kids.....Damn Bad Times...,non-bully
Damn...Just been Bad Luck For you lately My Boy hope things turn around for you.....,non-bully
Yea that Simply Orange is That Deal..I be Drinkin That 2..Man I Hate Water its so nasty i never drink it lol...Juice Or Pop Forme,non-bully
I hate it when I get sentences stuck in my head! It's so annoying!,non-bully
gluten and dairy free mix from @traderjoes . Damn good! i highly recommend.  Silk soy egg nog's not so bad either :D,non-bully
you should come make that for me! I haven't had lunch today. I feel kinda sick again. That sucks.,non-bully
I figured so  but I went with the obscure Peter Sellers nod. Me = nerd.,non-bully
Damn  last tweet was for you :P,non-bully
ok  I like this one...damn I wish we could these here in Oz...ROCKMOUNT FLEUR DE LIS SHIRTS FOR MEN...get the black/silver one,non-bully
"liperekisi liapole, banana, bohobe",non-bully
hoseng ho hotle,non-bully
- I agree. No More SteveNotes. Damn!,non-bully
ah damn...my linksys is v.5  won't work with Tomato.,non-bully
fuck yeah!,non-bully
damn I should check twitter in the morning I guess  I would have known how bad out it was thanks to you! Yet I fell on myass,non-bully
damn I was also going to say that the girls might be shopping at linens n things,non-bully
How are you "fat" if you have a fairly chiseled face in your pic?,non-bully
I hate taking pic's. How do we know that your pic isn't stolen from a super model? LOL,non-bully
well i have other people following me outside of blogtv kiddies. i don't want to piss them off :-(,non-bully
Awesome. I make pretty good waffles  but can't make pancakes to my own satisfaction. Too damn picky about them.,non-bully
I missed that?? damn!!,non-bully
it's a board game: http://tinyurl.com/8fv8hh - the instructions were so damn complex  that i missed a whole bunch of stuff,non-bully
  Hairballs  I hate those things...,non-bully
totally sucks for him to go out like this,non-bully
Damn  that's a short movie.,non-bully
hah!!! sucks being in canda! Roland  we have bright sunny skys,non-bully
Yeah  I guess so... God  I hate them. You like the show  too?? Yay!,non-bully
twitter's bugging like shit. my tweets stay on top while your guy's updates underneath. this shit is gay.,non-bully
.... nerd.... but I'm glad you are... when you get a chance can you update mine.. ha,non-bully
well hate 2 tell ya it may b 2 late 4 @davidpatterson3 mayb he should stay @ church all day :-),non-bully
I think it'll suit him. Just hate waiting for movies to actually come out :(,non-bully
Little kids. I love em. School aged kids...NO THANK YOU! Especially not these grown ass kids nowadays! *smack* LoL.,non-bully
mmmmmm cookies.... sorry had a fat moment lol  whats up?,non-bully
I hate when I do that... or think I set it for AM when I set it for PM... lol,non-bully
OMG  if your age is 58  i'd hate to know mine.....,non-bully
Like you had any damn good liquor in the first place  cheap heiffa! :op,non-bully
And how is more "traditional" marriage  threatened by gay marriage?,non-bully
I am bored as well; damn work,non-bully
and it's a damn fine one.,non-bully
damn  it's a collection too? U freakin tease! :(. I gotta couple stacks on it!? LOL,non-bully
wait...92 mill!? i thought you said 9...god damn that's alot of money!,non-bully
baby  don't hate me. http://bit.ly/nc2u,non-bully
that sucks!,non-bully
Jesper wants a big fat 6non-bully-day ban on MTF,non-bully
thanks. he's doing better  stable for the moment. Hoping the industrial strength antibiotics will do the trick. Still sucks.,non-bully
http://twitpic.com/vkky - Those are kinda cute...I like leggins for the most part but I can't stand them damn stirrup pants  ...,non-bully
lulz.  Life sucks today.  No happy people (authentically happy  at least) or Aveda to visit.  Jay's cousin is here though..yay?,non-bully
Don't you hate that. Any idea how they got your password?,non-bully
My blog sucks.   No direction.  It is just that I'd rather write about what I'm interested in than keeping to a theme :-),non-bully
I missed you again  damn it.,non-bully
Damn must get ready for work...*loves* I miss U,non-bully
sweet but no hurry  I know you are kick ass busy. Also it isn't het...,non-bully
that sucks =( =( i'm sorry *hug*,non-bully
that sucks! I hope you feel better soon *hug*,non-bully
@jawkdna Coke sucks  Pepsi rules.,non-bully
facebook is better than twitter  I have mine linked tho lol. make your facebook not hate me!! it won't let me see your page :(,non-bully
...I mean damn...did you eat yet with all that talk!?! lol,non-bully
Girl! That. Damn. Commercial. !!!,non-bully
Girl  UnSung has had me riveted all damn night. Been recording them and everything but I'm sitting up watching. They are so good!,non-bully
Hmm that's a tough call. Honestly there are so many diff apps I toy with that I can't pin it down. I hate the stock today screen,non-bully
still snowing like a bitch here in Tijeras.,non-bully
What's goodie Jamz! ROTFLMAO @ the fact that T-Pain's singing damn near gives u seizures!,non-bully
oh that sucks :(,non-bully
you are a push up whore...one day it may save your life.,non-bully
Jamaican  Oh shit  I done started something. My great grandama is Jamaican & I am yell so I can't trust my damn self. LOL!!!,non-bully
Yes its a link to an article posted on FF. did the link not work for you? Maybe u have to be on FF? That sucks. Let me know!,non-bully
What the heck is wrong with the Bills.  They are tanking at the wrong time.  This sucks.,non-bully
damn. and now we got all the snow  everythinnn was fixed back to normal.,non-bully
alright  i can take the blame i guess.. just because you're so damn awesome,non-bully
you mean there's no bathroom fairy that cleans my bathrooms? UGH! I hate it too!,non-bully
People need to be more open minded and excepting of others beliefs. Merry Christmas is to speard joy  not hate.,non-bully
and big kisses to you too  doll!",non-bully
 DUDE! let's make some fucking art!!!!,non-bully
that's a shame. It's damn good.,non-bully
cucumber sounds masculine enuf to me. Can name it "cum" for short.,non-bully
damn girl..how sad is that..shame on that wack-ster!!,non-bully
Ohh I feel for you  I would hate to go until mid June. We get out the 3rd week in May.,non-bully
that is too damn cute!!,non-bully
what do you hate?,non-bully
FUCK YEAH.,non-bully
hey  is your blog snowing? How cool is that! either that or my computer is just about to freak out... ;),non-bully
ha ha... there are times I just think I should be kicking my own ass... although there could be some advantages to being there?,non-bully
ok I think you are on the right track. just hate to see someone who is bright and motivated trip up on the details. its a curse,non-bully
I'll take a stab...send me a DM...I do this somewhat professionally on the side (former English major nerd!),non-bully
I really like it too.   I don't know why a lot of people hate it.,non-bully
Your computer gave my computer an STD! Your computer is a whore!,non-bully
DAMN YOU!!! Kay commercials kill me every time! GRR! :P,non-bully
i think we should give the creater of the phrase "HOW DID U MET YOUTUBE BITCH" a million dollars.,non-bully
HOW DID U MET YOUTUBE BITCH?!,non-bully
HOW DID U MET YOUTUBE BITCH!?,non-bully
#humor @charlestrippy because he's the YOUTUBE BITCH.,non-bully
GET OUT HERE!  :)  come on bro  enjoy some so cal sun!  hate to rub it in  but yes  it's beautiful again today,non-bully
what site did you use for it haha I have to make a blog  we're saying fuck joomla :P for now...,non-bully
stop putting your damn headphones on so I can talk to you...then maybe you wouldn't be bored unf.,non-bully
that sucks. It would have ben fun and you could have had pizza! If it makes you feel any better im stuck home with a tummy bug. Boo,non-bully
don't diet! I'm not trying until Jan then its hardcore dieting for me! And sucks about your boiler breaking :'(,non-bully
its my guilty pleasure..i hate it but i cant help but watch..*hangs head low*,non-bully
lol ok shit i am going to get so fat!!!,non-bully
damn homey. you taking the camera for some hotel reviews?...obvi?,non-bully
definitely (2). i hate getting stuck if others sit near me.,non-bully
In my next life  I'm coming back as a nerd. Guaranteed. LOL.,non-bully
That baby would be the BIGGEST freak on BOTH sides of the Mississippi...it would come with its own baby BOB probably. Lol.,non-bully
I hate because. Everything in my life currently prevents me from finding any happiness. I need to change everything in my life,non-bully
I dont know y u hate this ad. I loved this ad the first time when I saw it. Something like 'take it back  dude' sort of ads..,non-bully
I think I'm officially a nerd.  &lt;lateral lisp GO&gt; let's go watch battlestar galactica and mythbusters  picture in picture!,non-bully
humidity sucks. Makes my hair look terrible  haha  but it more than that  it makes you feel like you don't wanna do crap!,non-bully
man you love my crazy ass no matter what and its the same this way! Best friends forever b!,non-bully
hahahahahah fuck  awesome :D +faved,non-bully
@shivoo got a get together in the building. Dad's the chairman  so gotta make sure i'm there. Cant describe how much I hate the idea,non-bully
a samosa in the canteen.... damn hungry,non-bully
I was a Firefox addict  but then FF3 started to crash on my Vista machine at work like a bitch so I decided to abandon it....,non-bully
Like  Damn! Iam a cool attractive young woman making moves in NYC  striving for greatness...,non-bully
haha busy  I hate the holidays  ugh.  How have you been man?,non-bully
Lol  its not ruined  I can always delete the partition :)  I don't hate Winblows  I like OSX and Windows.,non-bully
Seriously Cat  bully6 non-bullynon-bullynon-bully?  Seriously? UR a beast ... if there was a bloggin HOF I'd nominate u First ballot... Fuck Perez!,non-bully
no YOU'RE amazing... and i'm feeling Fat and Sassy,non-bully
I hate that salt is on my new car,non-bully
thanks for the feedback - i dont hate socialmedian  i think with some adjustments it could work fine,non-bully
I just haven't had one in such a long long time. And that Moby Dick one is AWESOME. That's the best thing I've seen all day.,non-bully
No no...not saying I like NY necessarily  just that I still hate FL,non-bully
I used to hate it when I was a kid... but now I love having my name spelled just a little differently! Makes me feel spehshul!!,non-bully
Dick is the defensive coordinator. he is who made their D so great  but even so tomlin is head coach  offense is included.,non-bully
mhmm dick has been doin well  even so  the team overall makes a lot of little mistakes they need to fix. we'd be a whole new team,non-bully
i almost changed the channel after petersen's damn horse collar!,non-bully
I'm now following your twitter.  I agree  the winter sucks.,non-bully
Damn!,non-bully
that sucks. We need to save $$ for the flight to the inauguration so we're only doing wings tonight,non-bully
Damn you should have accepted them and said your name was @stephbarnard,non-bully
I hate that!  We are a family of taking on those no hope cases all the time.  Your heart goes out to them  Peta makes it bad,non-bully
Clearly you hate me :),non-bully
http://twitpic.com/t7y5 - Umm  damn. I'm just sayin'.,non-bully
omg me too. for reals  it's getting outta control.  I wanna get off the pill man  i'm hungry all the fucking time! Lame!,non-bully
ohh damn I missed him!!,non-bully
i have unknowlingly and unintentionally raised a science nerd.  shall i tell you what you're in for over the next bully3 or so years?,non-bully
i have a recipe for pepper cookies which is quite nice..but a royal pain in the ass to make. also  only makes about bullynon-bully cookies. wtf?,non-bully
i agree.  i've spent more time in my car this week  than i did during all my summer road trips combined. i hate winter.,non-bully
wht the fuck Ever go get a Life I'm DONE  w/ yr DRAMA  & yr FUCKED up life  & yes go ahead & RT if u rlly don't have a life,non-bully
I've truly been happy with DirecTV for a LONG time. However  Verizon DSL sucks a duck. I'd love to have faster internet.,non-bully
gawd  i hate it when it does that!,non-bully
That sucks.  Once Dec. 3bullyst comes it'll prob be more awkward huh?  Or maybe not since some people will be gone?,non-bully
You ARE NOT! Who called you that?!? Me and @BethHarte have experience with tag-team whup-ass! C'mon Beth... let's roll. LOL,non-bully
ever fooled w TwenMax? Saved our ass plenty times. http://blog.greensock.com/tweenmaxas3/,non-bully
lmfao omg that whole podcast fucking rocks,non-bully
The video is kinda gay.,non-bully
Dude! Right?! I'm saying. What is UP with the mass illness this holiday weekend?! Totally sucks  that's what's up...,non-bully
lol man damn!,non-bully
OH. MY. GOD. So damn cute!,non-bully
maybe later when they're all glistening in dairy fat.,non-bully
 That is bad ass  thanks. :),non-bully
Gay men love me. Wait till they all start Twittering each other. They will find the @cheeky_geeky.,non-bully
Your MIL is a brave woman.  I hate that place. I'm glad my boys are getting too old for it now. *shudders*,non-bully
ha ha  that sucks !,non-bully
@iandrea is a GEEK  not a nerd!,non-bully
muahahaha that super sucks. i just shot ppl to death. eff the time trials takes too much time. only had the game for a day.,non-bully
oh well guess i'll rent oit for like 8 dollars...i hate blockbuster. can't wait for prince of persia when i get paid,non-bully
i told him it was urs but he dint seem to care besides it dosent work its broke...FUCK IM BORED!,non-bully
damn that took a while what a work out lol,non-bully
i love zombie flicks too! i hate horror movies  but bring on the zombies ;),non-bully
damn straight,non-bully
YOUR vote isn't worth a damn cent ;-) LOL,non-bully
Im a retard and I know it XD you luvvers me lots tho!,non-bully
I AM NOT!! I cant believe you said that &gt;.&gt; Hate you so much right now,non-bully
totally :D i'm such a nerd :),non-bully
I realized I typed Laughing Ass My Off instead of LMAO XD huahahaha... keyboard-brain-error :P,non-bully
*gasp* I may have to terminate our intarwebz friendship because you hate Anne. *cries* ;),non-bully
Heh  some smart ass recently posted that on the forum I frequent. There were gags aplenty. #thatswhatshesaid,non-bully
Ugh  I've done that more times than I care to admit. SUCH a piss off.,non-bully
When you mentioned bacon candle I assumed it was made from the bacon fat -did you really mean bacon flavoured candle?,non-bully
Damn iPhone  I meant wine and cheese,non-bully
